Species,Class,Order,K,Lm,QB,Troph,DepthMax,TempPrefMean,Generation_time,RepGuildCombined,BodyShapIII_combined,PositionWaterColumn,SwimMode
Microlipophrys canevae,Actinopterygii,Perciformes,0.949999988,5.4,35.9,2.14,2,18.9,1.245908,guarders_nesters,elongated,demersal,subcarangiform
Microlipophrys dalmatinus,Actinopterygii,Perciformes,1.210000038,4.3,59.1,2.31,2,18.9,1.015188,guarders_nesters,elongated,demersal,subcarangiform
Microlipophrys nigriceps,Actinopterygii,Perciformes,1.590000033,3.3,68.5,2.5,6,19.2,0.815707,guarders_nesters,elongated,demersal,subcarangiform
Microlipophrys velifer,Actinopterygii,Perciformes,1.210000038,4.3,56.1,2.31,13.54033333,25.21361154,1.015188,guarders_nesters,elongated,demersal,subcarangiform
Microlophichthys andracanthus,Actinopterygii,Lophiiformes,2.319999933,1.5,115.7,3.01,1635.650861,6.166181818,0.655615,nonguarders,short_and_or_deep,bathypelagic,tetraodontiform
Microlophichthys microlophus,Actinopterygii,Lophiiformes,0.460000008,8.1,14.5,3.76,2200,3.8,2.413699,nonguarders,short_and_or_deep,bathypelagic,tetraodontiform
Micromesistius australis,Actinopterygii,Gadiformes,0.197999999,31.47682,2.5,3.34,900,5.8,5.090071,nonguarders_open_water_substratum_egg_scatterers,elongated_circular,benthopelagic,subcarangiform
Micromesistius poutassou,Actinopterygii,Gadiformes,0.36500001,18.66722,9.06000042,4.13,3000,7,2.401549,nonguarders_open_water_substratum_egg_scatterers,elongated_circular,bathypelagic,subcarangiform
Micrometrus aurora,Actinopterygii,Perciformes,0.363000005,9.847498,34.2,2.7,6,15.9,2.995981,bearers_internal_live_bearers,short_and_or_deep_compressed,demersal,labriform
Micrometrus minimus,Actinopterygii,Perciformes,0.430000007,10.6,30.9,2.78,9,17,2.513828,bearers_internal_live_bearers,short_and_or_deep_compressed,demersal,labriform
Microphis aculeatus,Actinopterygii,Syngnathiformes,0.75,12.9,12,3.37,20,27.3,1.403761,bearers_external_brooders,eel_like,demersal,amiiform
Microphis argulus,Actinopterygii,Syngnathiformes,0.980000019,10,14.3,3.32,32,28.2,1.115152,bearers_external_brooders,eel_like,demersal,amiiform
Microphis brachyurus,Actinopterygii,Syngnathiformes,0.689999998,14.1,7.5,3.32,5,28.1,1.523275,bearers_external_brooders,eel_like_circular,demersal,amiiform
Microphis fluviatilis,Actinopterygii,Syngnathiformes,0.860000014,13.5,11.7,3.4,56.02594949,21.54497059,1.231974,bearers_external_brooders,eel_like,demersal,amiiform
Microphis lineatus,Actinopterygii,Syngnathiformes,0.769999981,12.6,8.1,3.36,20,26.8,1.382005,bearers_external_brooders,eel_like,pelagic_neritic,amiiform
Microphis millepunctatus,Actinopterygii,Syngnathiformes,0.829999983,14.1,25,3.35,20,27.1,1.264169,bearers_external_brooders,eel_like,demersal,amiiform
Microphotolepis multipunctata,Actinopterygii,Osmeriformes,0.839999974,0.9,161.6,3.23,200,27.1,1.901941,nonguarders,elongated,benthopelagic,subcarangiform
Microphotolepis schmidti,Actinopterygii,Osmeriformes,0.839999974,5.2,19.6,3.23,4000,3.8,1.401681,nonguarders,elongated,bathydemersal,subcarangiform
Micropogonias altipinnis,Actinopterygii,Perciformes,0.200000003,48.8,4.9,3.67,30,25.9,4.544304,nonguarders,fusiform_normal,benthopelagic,labriform
Micropogonias ectenes,Actinopterygii,Perciformes,0.430000007,23.8,5.1,3.4,50,25.9,1.921722,nonguarders,fusiform_normal,demersal,labriform
Micropogonias fasciatus,Actinopterygii,Perciformes,0.300000012,0.9,48.3,3.53,139.348,20.37256667,5.261434,nonguarders,fusiform_normal,demersal,labriform
Micropogonias furnieri,Actinopterygii,Perciformes,0.5,22.21546,5.8,3.09,60,26.6,1.632162,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal,demersal,labriform
Micropogonias megalops,Actinopterygii,Perciformes,0.419,24.42568,5.1,3.46,26,21.259,2.186559,nonguarders,fusiform_normal,benthopelagic,labriform
Micropogonias undulatus,Actinopterygii,Perciformes,0.349999994,22.42209,8.1,4,100,24.1,2.329,nonguarders,fusiform_normal,demersal,labriform
Microspathodon bairdii,Actinopterygii,Perciformes,0.239999995,15.7,26.3,2.52,8,27,3.216588,guarders_nesters,short_and_or_deep_compressed,reef_associated,labriform
Microspathodon chrysurus,Actinopterygii,Perciformes,0.340000004,13.5,15.3,2.1,120,27.5,3.092051,guarders_nesters,short_and_or_deep_compressed,reef_associated,labriform
Microspathodon dorsalis,Actinopterygii,Perciformes,0.200000003,19,23.1,2.1,5,28.8,3.947557,guarders_nesters,short_and_or_deep_compressed,reef_associated,labriform
Microspathodon frontatus,Actinopterygii,Perciformes,0.349999994,11.2,33.2,2.28,5,27.8,3.063232,guarders_nesters,fusiform_normal_compressed,reef_associated,labriform
Microstoma microstoma,Actinopterygii,Osmeriformes,0.291198332,13.5,4.7,3.4,1000,13.4,3.322913813,nonguarders,elongated,bathypelagic,subcarangiform
Microstomus achne,Actinopterygii,Pleuronectiformes,0.079999998,38.64264,2.6,3.36,800,8.6,10.93091,nonguarders,short_and_or_deep,demersal,anguilliform
Microstomus kitt,Actinopterygii,Pleuronectiformes,0.389999986,17.60947,4.1,3.21,200,9.9,2.437451,nonguarders_open_water_substratum_egg_scatterers,short_and_or_deep,demersal,anguilliform
Microstomus pacificus,Actinopterygii,Pleuronectiformes,0.085000001,26.71462,4.1,3.22,1370,3.5,9.749553,nonguarders_open_water_substratum_egg_scatterers,short_and_or_deep,demersal,anguilliform
Microstomus shuntovi,Actinopterygii,Pleuronectiformes,0.119999997,0.9,99.8,3.22,290,5.9,13.03359,nonguarders,short_and_or_deep,bathydemersal,anguilliform
Miichthys miiuy,Actinopterygii,Perciformes,0.319999993,43.03173,4.1,3.5,100,21.9,2.968156,nonguarders,fusiform_normal,demersal,labriform
Millerigobius macrocephalus,Actinopterygii,Perciformes,1.370000005,3.4,19.9,3.21,10,19.1,0.9580878,guarders,fusiform_normal,demersal,diodontiform
Mimoblennius atrocinctus,Actinopterygii,Perciformes,1.389999986,3.8,69.3,2.4,10,28.4,0.9020701,guarders_nesters,elongated_circular,reef_associated,subcarangiform
Mimoblennius cas,Actinopterygii,Perciformes,1.720000029,2.6,79.6,2.56,5,25.01743333,0.7968637,guarders_nesters,elongated,demersal,subcarangiform
Mimoblennius cirrosus,Actinopterygii,Perciformes,1.289999962,4.1,66.3,2.35,25,27.4,0.9843502,guarders_nesters,elongated,reef_associated,subcarangiform
Mimoblennius lineathorax,Actinopterygii,Perciformes,2.109999895,2.1,41.4,2.7,2,25.6,0.6533538,guarders_nesters,fusiform_normal,demersal,subcarangiform
Mimoblennius rusi,Actinopterygii,Perciformes,1.409999967,3.2,45.5,2.42,3,27.1,0.9355072,guarders_nesters,fusiform_normal,demersal,subcarangiform
Minilabrus striatus,Actinopterygii,Perciformes,1.25999999,4.5,24.7,3.4,12,29.1,0.9737596,mixed,fusiform_normal,reef_associated,labriform
Minous andriashevi,Actinopterygii,Scorpaeniformes,0.469999999,0.9,183.5,3.72,55,25.10277202,3.379213,guarders,elongated,demersal,subcarangiform
Minous coccineus,Actinopterygii,Scorpaeniformes,0.569999993,7.3,17.7,3.64,80,27.5,1.985472,nonguarders,short_and_or_deep,demersal,subcarangiform
Minous dempsterae,Actinopterygii,Scorpaeniformes,0.409999996,10,14.3,3.78,117,27,2.639631,nonguarders,fusiform_normal,demersal,subcarangiform
Minous inermis,Actinopterygii,Scorpaeniformes,0.430000007,9.4,14.9,3.76,420,22.5,2.526733,nonguarders,fusiform_normal,demersal,subcarangiform
Minous longimanus,Actinopterygii,Scorpaeniformes,0.479999989,7.2,17.9,3.71,125,18.9,2.363701,nonguarders,fusiform_normal,demersal,subcarangiform
Minous monodactylus,Actinopterygii,Scorpaeniformes,0.409999996,10,12.4,3.78,55,28.1,2.639631,nonguarders,short_and_or_deep_compressed,demersal,subcarangiform
Minous pictus,Actinopterygii,Scorpaeniformes,0.540000021,7.6,17.3,3.66,144,25.1,2.0846,nonguarders,fusiform_normal,demersal,subcarangiform
Minous pusillus,Actinopterygii,Scorpaeniformes,0.769999981,5.4,19,3.51,110,27.2,1.533263,nonguarders,fusiform_normal,demersal,subcarangiform
Minous quincarinatus,Actinopterygii,Scorpaeniformes,0.409999996,10,14.1,3.78,172,19.1,2.639631,nonguarders,fusiform_normal,demersal,subcarangiform
Minous trachycephalus,Actinopterygii,Scorpaeniformes,0.5,8.2,36,3.7,50,28.1,2.212142,nonguarders,short_and_or_deep_compressed,demersal,subcarangiform
Minous usachevi,Actinopterygii,Scorpaeniformes,0.370000005,9.3,33.2,3.83,33,24.449375,2.976207,nonguarders,elongated_oval,demersal,subcarangiform
Minous versicolor,Actinopterygii,Scorpaeniformes,0.540000021,7.6,17.3,3.66,64,27.1,2.0846,nonguarders,fusiform_normal,demersal,subcarangiform
Minyichthys brachyrhinus,Actinopterygii,Syngnathiformes,2.920000076,3.5,72.6,3.16,137,24.2,0.4208407,bearers_external_brooders,eel_like,demersal,amiiform
Minyichthys inusitatus,Actinopterygii,Syngnathiformes,2.799999952,0.9,161.6,3.17,109,24.56511667,0.5715822,bearers_external_brooders,eel_like,demersal,amiiform
Minyichthys myersi,Actinopterygii,Syngnathiformes,2.75,4.5,54.5,3.17,35,27.9,0.4532135,bearers_external_brooders,eel_like,reef_associated,amiiform
Minyichthys sentus,Actinopterygii,Syngnathiformes,2.75,4.5,40.7,3.17,120,18.9,0.4532135,bearers_external_brooders,eel_like,demersal,amiiform
Minysicya caudimaculata,Actinopterygii,Perciformes,3.680000067,1.1,41.7,2.98,38,27.2,0.3967737,guarders,fusiform_normal_compressed,reef_associated,diodontiform
Miracorvina angolensis,Actinopterygii,Perciformes,0.150000006,66.6,3.9,3.97,300,14,6.294987,nonguarders,fusiform_normal,demersal,labriform
Mirapinna esau,Actinopterygii,Cetomimiformes,2.480000019,4.1,17.3,3,1052.67,9.7732,0.4946967,nonguarders,elongated,benthopelagic,subcarangiform
Mirognathus normani,Actinopterygii,Osmeriformes,0.330000013,12.9,10.6,3.39,3000,3.7,3.185821,nonguarders,elongated_compressed,bathypelagic,subcarangiform
Mirorictus taningi,Actinopterygii,Osmeriformes,1.980000019,9.2,13.3,3.22,1750,5.7,0.5535979,nonguarders,fusiform_normal_compressed,bathydemersal,subcarangiform
Mitotichthys meraculus,Actinopterygii,Syngnathiformes,0.680000007,14.2,16.4,3.41,100.8843939,20.84646667,1.545904,bearers_external_brooders,eel_like,demersal,amiiform
Mitotichthys mollisoni,Actinopterygii,Syngnathiformes,0.930000007,10.6,13.6,3.36,46,22.19655987,1.170372,bearers_external_brooders,eel_like,demersal,amiiform
Mitotichthys semistriatus,Actinopterygii,Syngnathiformes,0.569999993,16.7,4.5,3.07,3,16.1,1.371415,bearers_external_brooders,eel_like,demersal,amiiform
Mitotichthys tuckeri,Actinopterygii,Syngnathiformes,0.930000007,10.5,31,3.36,18,17.1,1.163991,bearers_external_brooders,eel_like,demersal,amiiform
Mixomyrophis longidorsalis,Actinopterygii,Anguilliformes,2.450000048,5.5,47.3,3.5,200,20.944,0.4808426,nonguarders,eel_like_oval,benthopelagic,anguilliform
Mixomyrophis pusillipinna,Actinopterygii,Anguilliformes,2.450000048,0.9,161.6,3.5,451,10.7,0.6532368,nonguarders,eel_like,bathydemersal,anguilliform
Modicus minimus,Actinopterygii,Gobiesociformes,0.560000002,2.7,23,3.15,90,21.4422,2.330027,mixed,elongated,demersal,anguilliform
Modicus tangaroa,Actinopterygii,Gobiesociformes,0.629999995,2.4,24.7,3.13,149,19.25735,2.048992,mixed,elongated,demersal,anguilliform
Mola alexandrini,Actinopterygii,Tetraodontiformes,0.220285001,141.4,1.6,3.8,300,16.0875,4.522262147,nonguarders,short_and_or_deep_compressed,pelagic_oceanic,tetraodontiform
Mola mola,Actinopterygii,Tetraodontiformes,0.149000004,147.5977,1.1,3.28,480,10.2,7.428278,nonguarders_open_water_substratum_egg_scatterers,short_and_or_deep_oval,pelagic_oceanic,tetraodontiform
Mola tecta,Actinopterygii,Tetraodontiformes,0.194205001,117,2.6,3.77,333.3466667,16.56516667,5.03849069,nonguarders,short_and_or_deep_compressed,pelagic_oceanic,tetraodontiform
Molva dypterygia,Actinopterygii,Gadiformes,0.109999999,79.65256,1.8,4.49,1000,6.3,9.705495,nonguarders_open_water_substratum_egg_scatterers,elongated,demersal,subcarangiform
Molva macrophthalma,Actinopterygii,Gadiformes,0.119999997,57.3,3.7,4.5,1000,11.2,7.708894,nonguarders,elongated,demersal,subcarangiform
Molva molva,Actinopterygii,Gadiformes,0.103,82.3298,1.6,4.4,1000,7.7,10.32098,nonguarders_open_water_substratum_egg_scatterers,elongated_circular,demersal,subcarangiform
Monacanthus chinensis,Actinopterygii,Tetraodontiformes,0.270000011,22.8,26.4,2.36,50,28,3.034818,mixed,short_and_or_deep,reef_associated,balistiform
Monacanthus ciliatus,Actinopterygii,Tetraodontiformes,0.479999989,12.9,24.7,2.73,50,25.6,2.188377,mixed,short_and_or_deep,reef_associated,balistiform
Monacanthus tuckeri,Actinopterygii,Tetraodontiformes,0.920000017,7,40.9,2,50,26.5,1.236949,mixed,short_and_or_deep,reef_associated,balistiform
Monacoa grimaldii,Actinopterygii,Osmeriformes,0.699999988,5.8,8.3,4,4750,12.4,1.694036,nonguarders,elongated,bathypelagic,subcarangiform
Monacoa griseus,Actinopterygii,Osmeriformes,0.860000014,4.7,21,3.43,521,12.59925,1.383658,nonguarders,short_and_or_deep_other,bathypelagic,subcarangiform
Monacoa niger,Actinopterygii,Osmeriformes,1.120000005,3.7,24.9,3.34,520,13.12738333,1.136853,nonguarders,short_and_or_deep_other,bathypelagic,subcarangiform
Monocentris japonica,Actinopterygii,Beryciformes,0.159999996,11.2,29.2,3.51,250,25.4,6.652071,nonguarders,short_and_or_deep_compressed,reef_associated,ostraciiform
Monocentris neozelanicus,Actinopterygii,Beryciformes,0.189999998,0.9,106.3,3.48,288.8977381,17.56183333,8.276475,nonguarders,short_and_or_deep,demersal,ostraciiform
Monocentris reedi,Actinopterygii,Beryciformes,0.202000007,8.99288,9.6,3.6,250,19.7,5.422199,nonguarders,short_and_or_deep,demersal,ostraciiform
Monochirus atlanticus,Actinopterygii,Pleuronectiformes,0.699999988,7.254376,15.3,3.47,250,18.1486,1.622641,nonguarders,other_flattened,demersal,anguilliform
Monochirus hispidus,Actinopterygii,Pleuronectiformes,0.377999991,9.392799,8.4,3.46,100,15.7,2.89477,nonguarders,short_and_or_deep_compressed,demersal,anguilliform
Monochirus trichodactylus,Actinopterygii,Pleuronectiformes,0.370000005,0.9,161.6,3.47,250,24.2,4.274946,nonguarders,short_and_or_deep,demersal,anguilliform
Monodactylus argenteus,Actinopterygii,Perciformes,0.377269999,16.9,8.2,2.95,12,27.6,2.183233377,nonguarders,short_and_or_deep_compressed,pelagic_neritic,carangiform
Monodactylus falciformis,Actinopterygii,Perciformes,0.34164,19,15.5,3.45,30,26.4,2.432200662,nonguarders,short_and_or_deep,reef_associated,carangiform
Monodactylus kottelati,Actinopterygii,Perciformes,0.895400003,5.6,46.6,3.26,30,26.699,1.280932328,nonguarders,short_and_or_deep,pelagic_neritic,carangiform
Monodactylus sebae,Actinopterygii,Perciformes,0.388640001,15.7,9.8,3.88,30,27.2,2.106168323,nonguarders,short_and_or_deep_compressed,pelagic_neritic,carangiform
Monognathus ahlstromi,Actinopterygii,Saccopharyngiformes,0.658236663,3.7,12.5,3.2,2000,5.4,1.8965396,nonguarders,eel_like,benthopelagic,anguilliform
Monognathus berteli,Actinopterygii,Saccopharyngiformes,0.658866666,4.3,22.4,3.29,1430,8.120666667,1.908005008,nonguarders,eel_like,bathypelagic,anguilliform
Monognathus bertini,Actinopterygii,Saccopharyngiformes,0.550259995,7.2,7.2,3.2,4000,2.4,2.115396306,nonguarders,eel_like,bathypelagic,anguilliform
Monognathus boehlkei,Actinopterygii,Saccopharyngiformes,0.566572817,5.1,9.1,3.6,5430,2.7,2.169824369,nonguarders,eel_like,bathypelagic,anguilliform
Monognathus bruuni,Actinopterygii,Saccopharyngiformes,0.560899995,5.8,8.3,3.3,3000,3.95425,2.112767699,nonguarders,eel_like,bathypelagic,anguilliform
Monognathus herringi,Actinopterygii,Saccopharyngiformes,0.805936668,3.7,11.3,3.19,5400,4.13925,1.693420984,nonguarders,eel_like,bathypelagic,anguilliform
Monognathus isaacsi,Actinopterygii,Saccopharyngiformes,0.655774999,4.2,10.4,3.23,950,9.7,1.928319081,nonguarders,eel_like,bathypelagic,anguilliform
Monognathus jesperseni,Actinopterygii,Saccopharyngiformes,0.502986665,7.5,6.9,3.6,3000,3.816166667,2.277987308,nonguarders,eel_like,bathypelagic,anguilliform
Monognathus jesse,Actinopterygii,Saccopharyngiformes,0.63042,4.7,9.6,3.25,2100,5.726,1.993901771,nonguarders,eel_like,bathypelagic,anguilliform
Monognathus nigeli,Actinopterygii,Saccopharyngiformes,0.66082,4.2,10.3,3.23,3910,4.21525,1.907813165,nonguarders,eel_like,bathypelagic,anguilliform
Monognathus ozawai,Actinopterygii,Saccopharyngiformes,0.666322435,4.8,9.4,3.1,4000,4.477916667,1.914247932,nonguarders,eel_like,bathypelagic,anguilliform
Monognathus rajui,Actinopterygii,Saccopharyngiformes,0.506309997,7.7,6.8,3.38,4000,3.71775,2.219285525,nonguarders,eel_like,bathypelagic,anguilliform
Monognathus rosenblatti,Actinopterygii,Saccopharyngiformes,0.551999995,5.1,9.1,3.27,5266,3.01175,2.27101391,nonguarders,eel_like,bathypelagic,anguilliform
Monognathus smithi,Actinopterygii,Saccopharyngiformes,0.550899994,5.2,8.9,3.28,5800,2.91275,2.220439431,nonguarders,eel_like,bathypelagic,anguilliform
Monognathus taningi,Actinopterygii,Saccopharyngiformes,0.630374996,4.2,10.3,3.23,1000,7,2.00247563,nonguarders,eel_like,bathypelagic,anguilliform
Monolene antillarum,Actinopterygii,Pleuronectiformes,0.389999986,8.1,10.9,3.51,250,19,2.837696,nonguarders,short_and_or_deep,demersal,anguilliform
Monolene asaedae,Actinopterygii,Pleuronectiformes,0.709999979,5.8,20.8,3.35,110,17.2,1.665669,nonguarders,short_and_or_deep,demersal,anguilliform
Monolene atrimana,Actinopterygii,Pleuronectiformes,0.389999986,0.9,99.8,3.51,527,14.4,4.058795,nonguarders,short_and_or_deep,bathydemersal,anguilliform
Monolene danae,Actinopterygii,Pleuronectiformes,0.389999986,0.9,64.6,3.51,400,13.80860504,4.058795,nonguarders,short_and_or_deep,bathydemersal,anguilliform
Monolene dubiosa,Actinopterygii,Pleuronectiformes,0.810000002,5.1,22.7,3.31,258,9.6,1.471872,nonguarders,short_and_or_deep,demersal,anguilliform
Monolene helenensis,Actinopterygii,Pleuronectiformes,0.25,13.4,4.7,3.64,460,12.16225,4.20641,nonguarders,short_and_or_deep,bathydemersal,anguilliform
Monolene maculipinna,Actinopterygii,Pleuronectiformes,0.340000004,11.8,5.1,3.55,384,11.7,3.150118,nonguarders,short_and_or_deep,bathydemersal,anguilliform
Monolene megalepis,Actinopterygii,Pleuronectiformes,0.389999986,0.9,161.6,3.51,79,25.47703333,4.058795,nonguarders,short_and_or_deep,demersal,anguilliform
Monolene mertensi,Actinopterygii,Pleuronectiformes,0.579999983,7,18.2,3.4,700,11.1,1.956885,nonguarders,short_and_or_deep,benthopelagic,anguilliform
Monolene microstoma,Actinopterygii,Pleuronectiformes,0.300000012,13,10.6,3.58,460,15.4,3.515163,nonguarders,short_and_or_deep,bathypelagic,anguilliform
Monolene sessilicauda,Actinopterygii,Pleuronectiformes,0.340000004,11.8,5.1,3.55,550,14.4,3.150118,nonguarders,short_and_or_deep,bathydemersal,anguilliform
Monomitopus agassizii,Actinopterygii,Ophidiiformes,0.519999981,13.1,4.8,3.5,1125,13.7,2.034649,nonguarders_open_water_substratum_egg_scatterers,elongated,benthopelagic,anguilliform
Monomitopus americanus,Actinopterygii,Ophidiiformes,0.370000005,0.9,64.6,3.57,800,6.1,4.274946,nonguarders_open_water_substratum_egg_scatterers,elongated,bathydemersal,anguilliform
Monomitopus conjugator,Actinopterygii,Ophidiiformes,0.370000005,0.9,64.6,3.57,760,8.6,4.274946,nonguarders_open_water_substratum_egg_scatterers,elongated,bathydemersal,anguilliform
Monomitopus garmani,Actinopterygii,Ophidiiformes,0.550000012,12.5,10.8,3.49,1220,4.7,1.932144,nonguarders_open_water_substratum_egg_scatterers,elongated,bathydemersal,anguilliform
Monomitopus kumae,Actinopterygii,Ophidiiformes,0.239999995,28,2.8,3.67,1212,7.3,3.501914,nonguarders_open_water_substratum_egg_scatterers,elongated_compressed,bathydemersal,anguilliform
Monomitopus longiceps,Actinopterygii,Ophidiiformes,0.370000005,0.9,64.6,3.57,960,10.3,4.274946,nonguarders_open_water_substratum_egg_scatterers,elongated,benthopelagic,anguilliform
